Customer ID,Age,Age Group,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
796,39,36-45,Male,Sandals,Footwear,$26.00 ,New York,Beige,Summer,4.6,Yes,Store Pickup,Yes,Yes,34,Venmo,Annually
797,42,36-45,Male,Socks,Clothing,$78.00 ,Arizona,Black,Fall,4,Yes,2-Day Shipping,Yes,Yes,43,Credit Card,Annually
798,42,36-45,Male,Coat,Outerwear,$82.00 ,Maryland,Violet,Fall,4,Yes,2-Day Shipping,Yes,Yes,38,Debit Card,Weekly
799,29,26-35,Male,Socks,Clothing,$39.00 ,Alaska,Violet,Spring,3.8,Yes,2-Day Shipping,Yes,Yes,48,PayPal,Every 3 Months
800,55,46-55,Male,Belt,Accessories,$55.00 ,Nevada,Brown,Summer,3.3,Yes,Free Shipping,Yes,Yes,31,PayPal,Annually
801,32,26-35,Male,Socks,Clothing,$20.00 ,Utah,Gold,Summer,2.6,Yes,Free Shipping,Yes,Yes,20,Cash,Every 3 Months
802,25,18-25,Male,Belt,Accessories,$29.00 ,New Mexico,Blue,Fall,4.9,Yes,Express,Yes,Yes,12,Credit Card,Fortnightly
803,38,36-45,Male,Pants,Clothing,$41.00 ,Delaware,Teal,Winter,3.5,Yes,Next Day Air,Yes,Yes,2,Bank Transfer,Weekly
804,32,26-35,Male,Shorts,Clothing,$38.00 ,Connecticut,Silver,Winter,2.8,Yes,Express,Yes,Yes,30,Venmo,Every 3 Months
805,43,36-45,Male,Boots,Footwear,$47.00 ,Mississippi,Maroon,Summer,2.6,Yes,Store Pickup,Yes,Yes,28,Venmo,Quarterly
806,41,36-45,Male,Dress,Clothing,$30.00 ,Connecticut,White,Summer,3.7,Yes,Next Day Air,Yes,Yes,40,Debit Card,Monthly
807,56,56-65,Male,Jeans,Clothing,$56.00 ,Florida,Charcoal,Summer,2.7,Yes,Standard,Yes,Yes,46,PayPal,Quarterly
808,27,26-35,Male,T-shirt,Clothing,$89.00 ,New York,Brown,Winter,3.3,Yes,Express,Yes,Yes,15,Credit Card,Weekly
809,46,46-55,Male,Shoes,Footwear,$96.00 ,Wisconsin,Lavender,Fall,4.6,Yes,Next Day Air,Yes,Yes,38,Cash,Every 3 Months
810,48,46-55,Male,Boots,Footwear,$81.00 ,South Carolina,Violet,Fall,4.9,Yes,Next Day Air,Yes,Yes,30,PayPal,Bi-Weekly
811,52,46-55,Male,Scarf,Accessories,$83.00 ,South Dakota,Lavender,Fall,4.9,Yes,Store Pickup,Yes,Yes,32,Debit Card,Bi-Weekly
812,18,18-25,Male,Sneakers,Footwear,$35.00 ,Illinois,Green,Winter,2.7,Yes,Free Shipping,Yes,Yes,36,Venmo,Quarterly
813,64,56-65,Male,Boots,Footwear,$56.00 ,Alaska,Olive,Summer,3.2,Yes,Standard,Yes,Yes,32,Credit Card,Weekly
814,54,46-55,Male,Handbag,Accessories,$45.00 ,Montana,Olive,Summer,2.9,Yes,Store Pickup,Yes,Yes,14,Debit Card,Annually
815,31,26-35,Male,Shirt,Clothing,$62.00 ,Minnesota,Pink,Winter,3.8,Yes,Express,Yes,Yes,8,PayPal,Monthly
816,30,26-35,Male,Hat,Accessories,$84.00 ,West Virginia,Teal,Spring,3,Yes,Next Day Air,Yes,Yes,27,Venmo,Bi-Weekly
817,26,26-35,Male,Sweater,Clothing,$24.00 ,Illinois,Cyan,Summer,3.9,Yes,Store Pickup,Yes,Yes,24,Debit Card,Monthly
818,25,18-25,Male,Handbag,Accessories,$21.00 ,Nevada,Gray,Spring,4.7,Yes,Store Pickup,Yes,Yes,30,PayPal,Fortnightly
819,59,56-65,Male,Shirt,Clothing,$91.00 ,Idaho,Peach,Winter,4.9,Yes,Store Pickup,Yes,Yes,34,Debit Card,Monthly
820,55,46-55,Male,Sunglasses,Accessories,$36.00 ,Colorado,Teal,Winter,4.8,Yes,Next Day Air,Yes,Yes,28,Debit Card,Quarterly
821,56,56-65,Male,Sneakers,Footwear,$39.00 ,Louisiana,Turquoise,Spring,2.5,Yes,2-Day Shipping,Yes,Yes,27,Debit Card,Monthly
822,62,56-65,Male,Hoodie,Clothing,$39.00 ,Vermont,Green,Spring,3.9,Yes,Standard,Yes,Yes,31,Credit Card,Bi-Weekly
823,35,26-35,Male,Shirt,Clothing,$59.00 ,Mississippi,Magenta,Winter,3.4,Yes,Standard,Yes,Yes,23,Bank Transfer,Annually
824,51,46-55,Male,Sunglasses,Accessories,$27.00 ,Georgia,Green,Winter,2.5,Yes,Free Shipping,Yes,Yes,11,Credit Card,Quarterly
825,61,56-65,Male,Blouse,Clothing,$94.00 ,Georgia,White,Spring,3,Yes,Store Pickup,Yes,Yes,48,Cash,Quarterly
826,27,26-35,Male,Belt,Accessories,$94.00 ,Nebraska,Brown,Fall,3.6,Yes,Next Day Air,Yes,Yes,17,Cash,Monthly
827,54,46-55,Male,Dress,Clothing,$94.00 ,Massachusetts,Purple,Winter,3.6,Yes,Standard,Yes,Yes,36,PayPal,Weekly
828,31,26-35,Male,Shoes,Footwear,$51.00 ,Colorado,Green,Fall,4.1,Yes,Free Shipping,Yes,Yes,33,Bank Transfer,Fortnightly
829,24,18-25,Male,Socks,Clothing,$62.00 ,Nevada,Peach,Fall,3.7,Yes,2-Day Shipping,Yes,Yes,27,PayPal,Bi-Weekly
830,42,36-45,Male,Socks,Clothing,$57.00 ,Idaho,Silver,Spring,3.1,Yes,2-Day Shipping,Yes,Yes,14,Credit Card,Fortnightly
831,41,36-45,Male,Shorts,Clothing,$76.00 ,Wyoming,Maroon,Fall,4.2,Yes,Express,Yes,Yes,5,Credit Card,Annually
832,66,65+,Male,Gloves,Accessories,$63.00 ,Washington,Red,Summer,4.3,Yes,Express,Yes,Yes,47,Cash,Every 3 Months
833,58,56-65,Male,Jacket,Outerwear,$80.00 ,California,Blue,Fall,2.5,Yes,Express,Yes,Yes,28,Cash,Bi-Weekly
834,43,36-45,Male,Handbag,Accessories,$68.00 ,Oklahoma,Purple,Fall,3.5,Yes,Standard,Yes,Yes,11,Credit Card,Annually
835,52,46-55,Male,Backpack,Accessories,$89.00 ,Nevada,Indigo,Summer,3.1,Yes,Free Shipping,Yes,Yes,18,Credit Card,Weekly
836,35,26-35,Male,Boots,Footwear,$26.00 ,Maryland,Indigo,Summer,2.5,Yes,Next Day Air,Yes,Yes,21,Debit Card,Weekly
837,23,18-25,Male,Gloves,Accessories,$90.00 ,West Virginia,Violet,Winter,3.9,Yes,Store Pickup,Yes,Yes,22,Cash,Bi-Weekly
838,25,18-25,Male,Hoodie,Clothing,$28.00 ,Illinois,Brown,Spring,4.9,Yes,Express,Yes,Yes,33,Cash,Every 3 Months
839,33,26-35,Male,Coat,Outerwear,$29.00 ,Kentucky,Gray,Spring,4.3,Yes,Express,Yes,Yes,49,Credit Card,Annually
840,48,46-55,Male,Shirt,Clothing,$31.00 ,Illinois,Teal,Spring,2.6,Yes,Free Shipping,Yes,Yes,10,Debit Card,Every 3 Months
841,42,36-45,Male,Shirt,Clothing,$24.00 ,Alabama,Teal,Summer,4.2,Yes,2-Day Shipping,Yes,Yes,18,PayPal,Weekly
842,55,46-55,Male,Sweater,Clothing,$88.00 ,Texas,Beige,Summer,2.6,Yes,Store Pickup,Yes,Yes,28,PayPal,Fortnightly
843,59,56-65,Male,Shirt,Clothing,$87.00 ,Missouri,Violet,Spring,3.6,Yes,Express,Yes,Yes,25,PayPal,Weekly
844,65,56-65,Male,Hoodie,Clothing,$80.00 ,Pennsylvania,Beige,Summer,3.2,Yes,Express,Yes,Yes,6,PayPal,Weekly
845,59,56-65,Male,Sandals,Footwear,$48.00 ,Missouri,Purple,Winter,4.4,Yes,Express,Yes,Yes,44,Venmo,Bi-Weekly
846,31,26-35,Male,Belt,Accessories,$21.00 ,Michigan,Charcoal,Winter,3.7,Yes,Standard,Yes,Yes,30,Venmo,Monthly
847,49,46-55,Male,Boots,Footwear,$72.00 ,Kentucky,Pink,Spring,3.7,Yes,Express,Yes,Yes,42,Debit Card,Quarterly
848,53,46-55,Male,Hoodie,Clothing,$44.00 ,New Jersey,Blue,Fall,4.1,Yes,Standard,Yes,Yes,30,PayPal,Monthly
849,48,46-55,Male,Sandals,Footwear,$73.00 ,Delaware,Lavender,Fall,3.6,Yes,Store Pickup,Yes,Yes,33,Credit Card,Bi-Weekly
850,23,18-25,Male,Jeans,Clothing,$61.00 ,Missouri,Charcoal,Spring,4.3,Yes,Express,Yes,Yes,24,PayPal,Quarterly
851,68,65+,Male,Shoes,Footwear,$20.00 ,Connecticut,Turquoise,Winter,2.6,Yes,Store Pickup,Yes,Yes,13,Venmo,Monthly
852,35,26-35,Male,Sandals,Footwear,$86.00 ,Massachusetts,Red,Summer,2.9,Yes,Express,Yes,Yes,19,Debit Card,Monthly
853,34,26-35,Male,Dress,Clothing,$60.00 ,Florida,Yellow,Spring,4.2,Yes,Next Day Air,Yes,Yes,23,Debit Card,Every 3 Months
854,62,56-65,Male,Hat,Accessories,$43.00 ,Delaware,Orange,Winter,4,Yes,Free Shipping,Yes,Yes,35,Cash,Monthly
855,21,18-25,Male,Pants,Clothing,$44.00 ,California,Blue,Spring,4.3,Yes,Free Shipping,Yes,Yes,22,Venmo,Monthly
856,70,65+,Male,Socks,Clothing,$76.00 ,Oregon,Gold,Spring,3,Yes,2-Day Shipping,Yes,Yes,14,Credit Card,Quarterly
857,55,46-55,Male,Shirt,Clothing,$33.00 ,Alaska,Gold,Summer,3.5,Yes,Express,Yes,Yes,47,Debit Card,Fortnightly
858,43,36-45,Male,Shorts,Clothing,$60.00 ,Missouri,Cyan,Fall,3,Yes,Standard,Yes,Yes,50,Debit Card,Every 3 Months
859,19,18-25,Male,Jacket,Outerwear,$26.00 ,Oklahoma,Olive,Fall,3.1,Yes,Free Shipping,Yes,Yes,33,PayPal,Weekly
860,47,46-55,Male,Hoodie,Clothing,$73.00 ,Wisconsin,Teal,Winter,4,Yes,Next Day Air,Yes,Yes,7,Debit Card,Monthly
861,26,26-35,Male,Shoes,Footwear,$87.00 ,South Carolina,Maroon,Spring,4.1,Yes,Standard,Yes,Yes,3,Cash,Monthly
862,46,46-55,Male,Skirt,Clothing,$100.00 ,Virginia,Green,Spring,3.3,Yes,2-Day Shipping,Yes,Yes,35,Credit Card,Every 3 Months
863,19,18-25,Male,Coat,Outerwear,$84.00 ,Arkansas,Charcoal,Winter,4.9,Yes,Standard,Yes,Yes,13,PayPal,Fortnightly
864,49,46-55,Male,Sneakers,Footwear,$41.00 ,Vermont,Cyan,Summer,3.9,Yes,Standard,Yes,Yes,42,PayPal,Fortnightly
865,51,46-55,Male,Jeans,Clothing,$59.00 ,Kentucky,Charcoal,Winter,3.9,Yes,Next Day Air,Yes,Yes,5,PayPal,Annually
866,64,56-65,Male,Blouse,Clothing,$26.00 ,Colorado,Charcoal,Winter,4.8,Yes,Store Pickup,Yes,Yes,23,Venmo,Annually
867,67,65+,Male,Sunglasses,Accessories,$69.00 ,New Mexico,Lavender,Summer,2.7,Yes,Free Shipping,Yes,Yes,11,PayPal,Bi-Weekly
868,37,36-45,Male,Jacket,Outerwear,$20.00 ,Colorado,Turquoise,Spring,3.1,Yes,Free Shipping,Yes,Yes,23,Bank Transfer,Fortnightly
869,40,36-45,Male,Dress,Clothing,$83.00 ,North Carolina,Green,Summer,3.2,Yes,Next Day Air,Yes,Yes,2,Credit Card,Every 3 Months
870,38,36-45,Male,Hat,Accessories,$54.00 ,New Hampshire,Silver,Spring,2.7,Yes,2-Day Shipping,Yes,Yes,33,PayPal,Weekly
871,66,65+,Male,Hoodie,Clothing,$66.00 ,West Virginia,Blue,Fall,2.5,Yes,Standard,Yes,Yes,6,Bank Transfer,Bi-Weekly
872,47,46-55,Male,Handbag,Accessories,$42.00 ,Hawaii,Charcoal,Spring,2.6,Yes,Next Day Air,Yes,Yes,45,Debit Card,Quarterly
873,56,56-65,Male,Jeans,Clothing,$33.00 ,North Dakota,Pink,Spring,2.9,Yes,Standard,Yes,Yes,25,Cash,Quarterly
874,51,46-55,Male,Boots,Footwear,$77.00 ,Mississippi,Pink,Summer,4.2,Yes,Free Shipping,Yes,Yes,24,Venmo,Quarterly
875,25,18-25,Male,Jacket,Outerwear,$65.00 ,Maine,Magenta,Fall,4.4,Yes,Free Shipping,Yes,Yes,10,Venmo,Every 3 Months
876,37,36-45,Male,Sandals,Footwear,$39.00 ,North Dakota,Gray,Summer,4.1,Yes,Free Shipping,Yes,Yes,7,Bank Transfer,Every 3 Months
877,41,36-45,Male,Belt,Accessories,$51.00 ,Nebraska,Gray,Summer,3.8,Yes,2-Day Shipping,Yes,Yes,1,Debit Card,Weekly
878,64,56-65,Male,Handbag,Accessories,$65.00 ,Nebraska,Orange,Winter,4.9,Yes,Next Day Air,Yes,Yes,45,Venmo,Every 3 Months
879,23,18-25,Male,Sunglasses,Accessories,$89.00 ,Tennessee,Black,Summer,4.9,Yes,Express,Yes,Yes,37,Debit Card,Weekly
880,62,56-65,Male,Skirt,Clothing,$76.00 ,Wyoming,Lavender,Spring,4.1,Yes,Free Shipping,Yes,Yes,14,PayPal,Quarterly
881,39,36-45,Male,Backpack,Accessories,$75.00 ,Nevada,Red,Spring,3.1,Yes,Express,Yes,Yes,25,Debit Card,Monthly
882,52,46-55,Male,Sandals,Footwear,$61.00 ,South Carolina,Silver,Summer,2.7,Yes,Next Day Air,Yes,Yes,18,Venmo,Annually
883,50,46-55,Male,Boots,Footwear,$35.00 ,Virginia,Cyan,Fall,3.8,Yes,Next Day Air,Yes,Yes,37,Cash,Every 3 Months
884,28,26-35,Male,Sneakers,Footwear,$37.00 ,Pennsylvania,Gold,Fall,4.3,Yes,Free Shipping,Yes,Yes,30,Bank Transfer,Monthly
885,67,65+,Male,Skirt,Clothing,$91.00 ,Hawaii,Yellow,Winter,4.1,Yes,Express,Yes,Yes,34,Bank Transfer,Weekly
886,41,36-45,Male,Dress,Clothing,$99.00 ,Ohio,Purple,Fall,4.4,Yes,Free Shipping,Yes,Yes,49,Debit Card,Every 3 Months
887,19,18-25,Male,Shorts,Clothing,$54.00 ,Utah,Brown,Summer,3.6,Yes,Express,Yes,Yes,48,Bank Transfer,Monthly
888,70,65+,Male,Handbag,Accessories,$47.00 ,Minnesota,Turquoise,Winter,3.3,Yes,2-Day Shipping,Yes,Yes,33,PayPal,Fortnightly
889,49,46-55,Male,Scarf,Accessories,$77.00 ,New Hampshire,Gold,Spring,3.6,Yes,Express,Yes,Yes,44,Cash,Annually
890,59,56-65,Male,Belt,Accessories,$84.00 ,Arizona,Olive,Fall,2.8,Yes,Free Shipping,Yes,Yes,50,Venmo,Weekly
891,52,46-55,Male,Gloves,Accessories,$51.00 ,New York,Purple,Spring,4.3,Yes,2-Day Shipping,Yes,Yes,47,Credit Card,Monthly
892,20,18-25,Male,Skirt,Clothing,$26.00 ,Pennsylvania,Lavender,Summer,3.9,Yes,Store Pickup,Yes,Yes,24,PayPal,Every 3 Months
893,31,26-35,Male,Shorts,Clothing,$64.00 ,New Mexico,Gray,Summer,2.7,Yes,Free Shipping,Yes,Yes,43,Debit Card,Monthly
894,33,26-35,Male,Backpack,Accessories,$51.00 ,Nebraska,Red,Spring,4.7,Yes,Express,Yes,Yes,14,Venmo,Monthly
895,44,36-45,Male,Hoodie,Clothing,$60.00 ,Wyoming,Purple,Spring,3.8,Yes,Free Shipping,Yes,Yes,3,Debit Card,Quarterly
896,40,36-45,Male,Hat,Accessories,$69.00 ,Mississippi,Olive,Spring,4.7,Yes,Next Day Air,Yes,Yes,33,Debit Card,Quarterly
897,69,65+,Male,Jewelry,Accessories,$29.00 ,Arkansas,Lavender,Spring,4.7,Yes,Express,Yes,Yes,38,Cash,Fortnightly
898,29,26-35,Male,Shirt,Clothing,$91.00 ,Illinois,Gray,Spring,3.4,Yes,Express,Yes,Yes,46,Venmo,Weekly
899,54,46-55,Male,Belt,Accessories,$70.00 ,Nevada,Red,Spring,3.5,Yes,2-Day Shipping,Yes,Yes,19,Bank Transfer,Every 3 Months
900,65,56-65,Male,Sweater,Clothing,$58.00 ,Rhode Island,Peach,Summer,4,Yes,Standard,Yes,Yes,20,PayPal,Annually
901,54,46-55,Male,Hat,Accessories,$98.00 ,West Virginia,Gray,Fall,3.3,Yes,Free Shipping,Yes,Yes,42,Bank Transfer,Quarterly
902,60,56-65,Male,Scarf,Accessories,$68.00 ,Missouri,Violet,Summer,4.7,Yes,2-Day Shipping,Yes,Yes,34,Cash,Monthly
903,43,36-45,Male,Hat,Accessories,$44.00 ,Kentucky,Beige,Summer,2.8,Yes,Next Day Air,Yes,Yes,5,Cash,Monthly
904,44,36-45,Male,Jacket,Outerwear,$45.00 ,Washington,Blue,Winter,3.3,Yes,Express,Yes,Yes,3,PayPal,Quarterly
905,69,65+,Male,T-shirt,Clothing,$99.00 ,Alaska,Magenta,Spring,2.9,Yes,Free Shipping,Yes,Yes,46,PayPal,Every 3 Months
906,46,46-55,Male,Dress,Clothing,$68.00 ,Mississippi,Cyan,Spring,2.8,Yes,Standard,Yes,Yes,16,Venmo,Annually
907,41,36-45,Male,Pants,Clothing,$56.00 ,South Carolina,Red,Spring,4.2,Yes,Standard,Yes,Yes,21,Debit Card,Bi-Weekly
908,32,26-35,Male,Sweater,Clothing,$43.00 ,Missouri,Cyan,Winter,4.4,Yes,Express,Yes,Yes,34,Credit Card,Bi-Weekly
909,26,26-35,Male,Sunglasses,Accessories,$99.00 ,New Jersey,Turquoise,Winter,3.6,Yes,Free Shipping,Yes,Yes,9,PayPal,Every 3 Months
910,61,56-65,Male,Belt,Accessories,$56.00 ,Louisiana,Silver,Fall,2.7,Yes,Express,Yes,Yes,36,PayPal,Weekly
911,49,46-55,Male,Hoodie,Clothing,$25.00 ,South Carolina,Pink,Spring,3.4,Yes,Express,Yes,Yes,22,Credit Card,Monthly
912,53,46-55,Male,Pants,Clothing,$74.00 ,Vermont,Black,Winter,2.8,Yes,2-Day Shipping,Yes,Yes,2,Bank Transfer,Quarterly
913,24,18-25,Male,Hoodie,Clothing,$56.00 ,Arkansas,Green,Winter,3.4,Yes,Next Day Air,Yes,Yes,32,Bank Transfer,Monthly
914,37,36-45,Male,Sneakers,Footwear,$47.00 ,Utah,Yellow,Fall,2.6,Yes,Next Day Air,Yes,Yes,29,Cash,Every 3 Months
915,43,36-45,Male,Dress,Clothing,$67.00 ,Washington,Purple,Summer,4.1,Yes,Standard,Yes,Yes,27,Venmo,Every 3 Months
916,31,26-35,Male,Dress,Clothing,$22.00 ,Rhode Island,Purple,Winter,2.9,Yes,Store Pickup,Yes,Yes,33,Credit Card,Fortnightly
917,49,46-55,Male,Jeans,Clothing,$34.00 ,Illinois,Blue,Spring,2.7,Yes,Standard,Yes,Yes,16,Venmo,Monthly
918,69,65+,Male,Sweater,Clothing,$64.00 ,Missouri,Maroon,Spring,3.7,Yes,Standard,Yes,Yes,11,Bank Transfer,Quarterly
919,65,56-65,Male,Shorts,Clothing,$42.00 ,North Carolina,Orange,Spring,4.3,Yes,2-Day Shipping,Yes,Yes,11,Cash,Fortnightly
920,41,36-45,Male,Shirt,Clothing,$82.00 ,Massachusetts,Green,Winter,2.6,Yes,2-Day Shipping,Yes,Yes,17,Debit Card,Bi-Weekly
921,37,36-45,Male,Belt,Accessories,$81.00 ,Arkansas,Gold,Summer,4.3,Yes,Free Shipping,Yes,Yes,37,Cash,Weekly
922,70,65+,Male,Coat,Outerwear,$24.00 ,South Dakota,Silver,Summer,4.1,Yes,Express,Yes,Yes,18,PayPal,Weekly
923,63,56-65,Male,Sneakers,Footwear,$60.00 ,Georgia,Cyan,Fall,4.2,Yes,Standard,Yes,Yes,13,Credit Card,Monthly
924,55,46-55,Male,Shirt,Clothing,$24.00 ,Arkansas,Silver,Spring,4.2,Yes,2-Day Shipping,Yes,Yes,7,PayPal,Weekly
925,52,46-55,Male,Socks,Clothing,$78.00 ,Kansas,Beige,Winter,3.1,Yes,Standard,Yes,Yes,37,Cash,Quarterly
926,22,18-25,Male,Jeans,Clothing,$88.00 ,Arizona,Teal,Winter,4.9,Yes,Express,Yes,Yes,8,Cash,Monthly
927,54,46-55,Male,Jeans,Clothing,$63.00 ,Massachusetts,Green,Spring,4.4,Yes,Express,Yes,Yes,11,Cash,Bi-Weekly
928,28,26-35,Male,Sneakers,Footwear,$78.00 ,New Mexico,Black,Summer,4.4,Yes,Standard,Yes,Yes,8,Venmo,Bi-Weekly
929,67,65+,Male,Dress,Clothing,$37.00 ,Arkansas,Yellow,Winter,3.4,Yes,Store Pickup,Yes,Yes,31,Cash,Every 3 Months
930,59,56-65,Male,Boots,Footwear,$94.00 ,Nebraska,White,Fall,4.5,Yes,2-Day Shipping,Yes,Yes,26,Debit Card,Fortnightly
931,26,26-35,Male,T-shirt,Clothing,$78.00 ,Hawaii,Green,Fall,4.5,Yes,Store Pickup,Yes,Yes,20,Credit Card,Bi-Weekly
932,24,18-25,Male,Coat,Outerwear,$36.00 ,Nebraska,Silver,Winter,4.1,Yes,Standard,Yes,Yes,24,Bank Transfer,Fortnightly
933,62,56-65,Male,Skirt,Clothing,$24.00 ,Indiana,Blue,Winter,3.2,Yes,Standard,Yes,Yes,45,Debit Card,Bi-Weekly
934,70,65+,Male,Sneakers,Footwear,$84.00 ,Colorado,Magenta,Spring,2.7,Yes,Store Pickup,Yes,Yes,33,Debit Card,Monthly
935,45,36-45,Male,Jeans,Clothing,$47.00 ,Oregon,Yellow,Spring,3.7,Yes,Express,Yes,Yes,21,Bank Transfer,Monthly
936,58,56-65,Male,Hoodie,Clothing,$51.00 ,Ohio,White,Fall,2.6,Yes,Store Pickup,Yes,Yes,2,Bank Transfer,Fortnightly
937,31,26-35,Male,Shoes,Footwear,$84.00 ,Maine,Pink,Summer,2.7,Yes,Free Shipping,Yes,Yes,28,Cash,Weekly
938,32,26-35,Male,Shorts,Clothing,$24.00 ,Iowa,Magenta,Summer,2.7,Yes,Express,Yes,Yes,18,Venmo,Quarterly
939,36,36-45,Male,Blouse,Clothing,$97.00 ,Wisconsin,Teal,Fall,4.8,Yes,Free Shipping,Yes,Yes,21,Debit Card,Fortnightly
940,25,18-25,Male,T-shirt,Clothing,$89.00 ,New York,Indigo,Winter,4.8,Yes,Next Day Air,Yes,Yes,24,Credit Card,Monthly
941,48,46-55,Male,Belt,Accessories,$44.00 ,Colorado,Maroon,Spring,2.6,Yes,Store Pickup,Yes,Yes,15,PayPal,Every 3 Months
942,39,36-45,Male,Handbag,Accessories,$35.00 ,Illinois,Black,Winter,4.5,Yes,2-Day Shipping,Yes,Yes,38,PayPal,Every 3 Months
943,26,26-35,Male,Dress,Clothing,$91.00 ,Arizona,Cyan,Winter,3.2,Yes,Express,Yes,Yes,38,PayPal,Bi-Weekly
944,32,26-35,Male,Hat,Accessories,$63.00 ,Oklahoma,Cyan,Winter,3.8,Yes,Next Day Air,Yes,Yes,13,Venmo,Fortnightly
945,54,46-55,Male,Belt,Accessories,$97.00 ,Indiana,Gray,Spring,4.8,Yes,Express,Yes,Yes,39,Cash,Bi-Weekly
946,38,36-45,Male,Boots,Footwear,$38.00 ,Minnesota,Violet,Summer,4.1,Yes,Store Pickup,Yes,Yes,8,Venmo,Every 3 Months
947,46,46-55,Male,Coat,Outerwear,$24.00 ,Pennsylvania,Blue,Spring,2.8,Yes,Next Day Air,Yes,Yes,4,PayPal,Quarterly
948,57,56-65,Male,Blouse,Clothing,$32.00 ,Indiana,Charcoal,Winter,3.9,Yes,Store Pickup,Yes,Yes,6,Cash,Every 3 Months
949,49,46-55,Male,Hat,Accessories,$90.00 ,Alabama,Olive,Summer,4.9,Yes,Express,Yes,Yes,11,Venmo,Every 3 Months
950,33,26-35,Male,Jeans,Clothing,$36.00 ,Montana,Olive,Summer,3.4,Yes,Standard,Yes,Yes,49,Venmo,Monthly
951,54,46-55,Male,Backpack,Accessories,$37.00 ,New Mexico,Turquoise,Winter,4.1,Yes,Free Shipping,Yes,Yes,30,PayPal,Quarterly
952,47,46-55,Male,Dress,Clothing,$51.00 ,Alaska,Cyan,Summer,2.9,Yes,Express,Yes,Yes,34,Bank Transfer,Monthly
953,36,36-45,Male,Hat,Accessories,$71.00 ,Idaho,Red,Fall,3.1,Yes,2-Day Shipping,Yes,Yes,28,PayPal,Monthly
954,68,65+,Male,Sunglasses,Accessories,$50.00 ,Utah,Cyan,Spring,3.6,Yes,2-Day Shipping,Yes,Yes,36,Venmo,Quarterly
955,60,56-65,Male,Hat,Accessories,$74.00 ,Louisiana,Turquoise,Fall,3.5,Yes,Standard,Yes,Yes,18,Credit Card,Every 3 Months
956,55,46-55,Male,Dress,Clothing,$75.00 ,Mississippi,Lavender,Summer,3.4,Yes,Free Shipping,Yes,Yes,4,PayPal,Monthly
957,29,26-35,Male,Shirt,Clothing,$99.00 ,Mississippi,Cyan,Spring,2.9,Yes,2-Day Shipping,Yes,Yes,42,Debit Card,Quarterly
958,38,36-45,Male,Scarf,Accessories,$23.00 ,Indiana,Violet,Spring,4.7,Yes,Store Pickup,Yes,Yes,11,Cash,Quarterly
959,70,65+,Male,Sneakers,Footwear,$53.00 ,Washington,Beige,Winter,4.4,Yes,Free Shipping,Yes,Yes,31,Credit Card,Bi-Weekly
960,36,36-45,Male,Skirt,Clothing,$99.00 ,Nevada,Cyan,Spring,2.6,Yes,Standard,Yes,Yes,12,Cash,Fortnightly
961,18,18-25,Male,Jewelry,Accessories,$48.00 ,Louisiana,Indigo,Spring,4.4,Yes,Standard,Yes,Yes,20,Venmo,Quarterly
962,62,56-65,Male,Boots,Footwear,$72.00 ,Pennsylvania,Olive,Fall,3.7,Yes,Next Day Air,Yes,Yes,37,Debit Card,Quarterly
963,29,26-35,Male,Sunglasses,Accessories,$64.00 ,Michigan,Green,Spring,4.4,Yes,Standard,Yes,Yes,26,Debit Card,Fortnightly
964,21,18-25,Male,Boots,Footwear,$63.00 ,South Carolina,Green,Spring,2.5,Yes,2-Day Shipping,Yes,Yes,14,Credit Card,Weekly
965,42,36-45,Male,Sandals,Footwear,$51.00 ,Arizona,Beige,Spring,2.6,Yes,Next Day Air,Yes,Yes,12,Venmo,Bi-Weekly
966,43,36-45,Male,Boots,Footwear,$55.00 ,Delaware,Black,Spring,5,Yes,Store Pickup,Yes,Yes,10,Credit Card,Annually
967,58,56-65,Male,Dress,Clothing,$55.00 ,Kentucky,Brown,Spring,4.9,Yes,Express,Yes,Yes,19,Cash,Annually
968,27,26-35,Male,Hoodie,Clothing,$26.00 ,Georgia,Silver,Summer,3.7,Yes,Store Pickup,Yes,Yes,4,Cash,Weekly
969,57,56-65,Male,Shorts,Clothing,$67.00 ,North Carolina,Gray,Summer,3.1,Yes,Next Day Air,Yes,Yes,48,Bank Transfer,Quarterly
970,40,36-45,Male,Coat,Outerwear,$31.00 ,California,Pink,Fall,3.2,Yes,Express,Yes,Yes,37,PayPal,Monthly
971,45,36-45,Male,Jeans,Clothing,$66.00 ,California,Maroon,Winter,4.4,Yes,Free Shipping,Yes,Yes,4,Cash,Monthly
972,47,46-55,Male,Sunglasses,Accessories,$67.00 ,Indiana,Cyan,Summer,4.3,Yes,Next Day Air,Yes,Yes,15,Credit Card,Weekly
973,61,56-65,Male,Sneakers,Footwear,$61.00 ,Colorado,Gold,Winter,3,Yes,Standard,Yes,Yes,33,Credit Card,Weekly
974,60,56-65,Male,Jacket,Outerwear,$75.00 ,Colorado,Teal,Fall,3.5,Yes,2-Day Shipping,Yes,Yes,30,Bank Transfer,Quarterly
975,69,65+,Male,Skirt,Clothing,$90.00 ,North Carolina,Beige,Spring,3.6,Yes,2-Day Shipping,Yes,Yes,23,Bank Transfer,Monthly
